,Company,TypeName,Ram,OpSys,Weight,Price_euros,IPS,Touchscreen,Retina Display,Full HD,Cpu_name,Gpu_name
299,Asus,Ultrabook,16,Windows,1.63,1468.0,0,0,0,1,Intel Core i7,Nvidia
300,Asus,Notebook,4,Windows,1.3,509.0,0,0,0,0,Intel Core i3,Intel
301,Asus,Gaming,16,Windows,2.9,2122.0,0,0,0,1,Intel Core i7,Nvidia
302,Lenovo,Notebook,6,Windows,2.8,649.0,0,0,0,0,Intel Core i5,Nvidia
303,Lenovo,Notebook,8,other,2.2,549.0,0,0,0,0,Intel Core i5,Nvidia
304,Asus,Gaming,8,Windows,2.5,1265.0,0,0,0,1,Intel Core i7,Nvidia
305,Lenovo,Notebook,4,other,2.2,359.99,0,0,0,0,Others,Intel
306,HP,2 in 1 Convertible,16,Windows,1.28,1975.0,0,1,0,1,Intel Core i7,Intel
307,Toshiba,Notebook,8,Windows,2.2,1043.0,1,0,0,1,Intel Core i7,Nvidia
308,Lenovo,Notebook,8,Windows,2.3,819.0,0,0,0,1,Intel Core i5,Nvidia
309,HP,Notebook,4,Windows,1.86,469.0,0,0,0,1,Intel Core i3,Intel
310,Lenovo,Notebook,8,Windows,1.1,999.0,1,0,0,1,Intel Core i5,Intel
311,Dell,Ultrabook,16,Windows,1.21,2499.0,1,1,0,0,Intel Core i7,Intel
312,MSI,Gaming,16,Windows,2.8,2099.0,1,0,0,1,Intel Core i7,Nvidia
313,Acer,Notebook,8,Windows,2.23,469.0,0,0,0,1,AMD,AMD
314,Asus,2 in 1 Convertible,2,Windows,1.1,275.0,0,1,0,0,Others,Intel
315,Dell,Notebook,8,Windows,2.33,844.0,0,0,0,1,Intel Core i5,AMD
316,HP,2 in 1 Convertible,16,Windows,1.29,2449.0,1,1,0,0,Intel Core i7,Intel
317,Lenovo,Notebook,4,other,1.45,459.9,0,0,0,0,Others,Intel
318,HP,Notebook,8,Windows,1.95,980.0,0,0,0,1,Intel Core i5,Intel
319,Acer,Notebook,4,Windows,1.4,485.0,0,0,0,0,Others,Intel
320,HP,Notebook,8,Windows,1.48,1292.0,0,0,0,1,Intel Core i7,Intel
321,Lenovo,Notebook,4,Windows,2.79,589.0,0,0,0,0,Intel Core i5,Nvidia
322,Asus,Notebook,8,Windows,2.0,1094.0,0,0,0,1,Intel Core i7,Intel
323,HP,Notebook,8,Windows,2.1,902.0,1,0,0,1,Intel Core i7,Intel
324,Acer,Notebook,8,Windows,2.2,659.0,0,0,0,0,AMD,AMD
325,Lenovo,Notebook,4,Windows,1.44,292.0,0,0,0,0,Others,Intel
326,Acer,Notebook,6,Windows,2.23,549.0,0,0,0,0,Intel Core i5,Intel
327,Asus,Ultrabook,8,Windows,1.7,1049.9,0,0,0,1,Intel Core i7,Nvidia
328,HP,Ultrabook,8,Windows,1.26,1335.0,0,0,0,1,Intel Core i7,Intel
329,Dell,Notebook,32,Windows,2.06,2639.0,0,1,0,0,Intel Core i7,Nvidia
330,MSI,Gaming,8,Windows,2.7,1199.0,0,0,0,1,Intel Core i7,Nvidia
331,Toshiba,Notebook,8,Windows,2.0,943.0,1,0,0,1,Intel Core i5,Intel
332,Asus,Notebook,8,Windows,2.0,1334.0,0,0,0,1,Intel Core i7,Intel
333,Lenovo,Notebook,4,Windows,1.85,449.0,0,0,0,1,Intel Core i3,Intel
334,Asus,Gaming,8,Windows,2.5,999.0,0,0,0,1,Intel Core i7,Nvidia
335,HP,Notebook,8,Windows,1.48,1268.0,0,0,0,1,Intel Core i5,Intel
336,Dell,Ultrabook,8,Windows,1.9,1049.0,1,0,0,1,Intel Core i5,Nvidia
337,HP,Notebook,8,Windows,1.84,1144.0,0,0,0,1,Intel Core i5,Intel
338,Asus,Notebook,4,Linux,2.0,274.99,0,0,0,0,Others,Intel
339,Dell,Notebook,8,Windows,2.0,1142.75,0,0,0,1,Intel Core i5,Nvidia
340,Dell,Notebook,4,Linux,2.2,274.9,0,0,0,0,Others,Intel
341,Lenovo,Notebook,12,Windows,2.2,899.0,0,0,0,1,AMD,AMD
342,HP,Notebook,8,Windows,2.1,716.0,1,0,0,1,Intel Core i3,Nvidia
343,Lenovo,2 in 1 Convertible,16,Windows,1.4,2099.0,1,1,0,0,Intel Core i7,Intel
344,Dell,Ultrabook,8,Windows,1.2,1579.0,0,0,0,1,Intel Core i7,Intel
345,Lenovo,Gaming,16,Windows,2.4,1129.0,1,0,0,1,Intel Core i7,Nvidia
346,HP,Notebook,2,Windows,1.44,279.0,0,0,0,0,Others,Intel
347,Dell,Ultrabook,16,Windows,1.88,1607.96,0,0,0,1,Intel Core i7,Intel
348,Asus,2 in 1 Convertible,4,Windows,1.5,375.0,0,1,0,0,Others,Intel
349,Dell,Ultrabook,8,Windows,1.9,663.0,0,0,0,1,Intel Core i5,AMD
350,Dell,Notebook,16,Windows,2.06,2027.42,0,1,0,0,Intel Core i7,Nvidia
351,HP,Notebook,8,Windows,1.84,1304.0,0,0,0,1,Intel Core i7,Intel
352,MSI,Gaming,8,Windows,2.7,1409.0,0,0,0,1,Intel Core i7,Nvidia
353,HP,Workstation,8,Windows,2.6,1738.27,0,0,0,1,Intel Core i7,Nvidia
354,Toshiba,Notebook,16,Windows,2.4,1403.0,1,0,0,1,Intel Core i7,Nvidia
355,Dell,Notebook,8,Windows,2.02,970.9,0,0,0,1,Intel Core i7,AMD
356,Lenovo,Notebook,4,other,2.2,321.99,0,0,0,0,Others,Intel
357,Dell,Gaming,8,Windows,2.65,999.0,0,0,0,1,Intel Core i5,Nvidia
358,Dell,Notebook,8,Windows,2.36,557.37,0,1,0,0,Intel Core i5,Intel
359,Dell,Notebook,8,Windows,1.36,1427.0,0,0,0,1,Intel Core i5,Intel
360,HP,Notebook,4,Windows,1.86,439.0,0,0,0,0,Intel Core i3,Intel
361,Asus,Notebook,8,Windows,2.0,945.0,0,0,0,1,Intel Core i5,Intel
362,Lenovo,Notebook,6,Windows,2.8,719.0,0,0,0,0,Intel Core i5,Nvidia
363,HP,Notebook,8,Windows,1.86,639.0,0,0,0,1,Intel Core i5,Intel
364,Lenovo,Notebook,8,other,2.2,499.0,0,0,0,0,Intel Core i3,Nvidia
365,HP,Notebook,8,Windows,2.04,389.0,0,0,0,0,Others,Intel
366,Dell,Notebook,8,Windows,2.8,1085.0,0,0,0,1,Intel Core i5,AMD
367,Lenovo,Gaming,8,other,2.4,809.0,1,0,0,1,Intel Core i5,Nvidia
368,Dell,Notebook,8,Windows,2.33,899.0,0,0,0,1,Intel Core i7,AMD
369,HP,Ultrabook,8,Windows,1.36,1750.0,1,0,0,1,Intel Core i7,Intel
370,Asus,2 in 1 Convertible,12,Windows,2.26,1099.0,0,1,0,1,Intel Core i7,Nvidia
371,Acer,Notebook,4,Windows,2.1,426.0,0,0,0,0,AMD,AMD
372,Asus,Gaming,16,Windows,3.25,2199.0,1,0,0,1,AMD,AMD
373,Lenovo,Notebook,4,Windows,2.6,489.0,0,0,0,0,AMD,AMD
374,Dell,2 in 1 Convertible,8,Windows,1.62,869.01,0,1,0,1,Intel Core i7,Intel
375,HP,Notebook,4,Windows,1.91,488.99,0,0,0,1,AMD,AMD
376,Lenovo,Netbook,4,Windows,1.59,553.0,1,0,0,0,Others,Intel
377,Dell,Notebook,4,Windows,1.8,309.0,0,0,0,0,Others,Intel
378,Asus,Notebook,4,Windows,1.5,286.0,0,0,0,0,Others,Intel
379,Acer,Notebook,8,Linux,2.4,846.0,0,0,0,1,Intel Core i7,Nvidia
380,HP,Gaming,8,Windows,3.35,1191.0,1,0,0,1,Intel Core i7,Nvidia
381,Lenovo,Notebook,4,other,1.85,403.5,0,0,0,1,Intel Core i3,Intel
382,Asus,Gaming,8,Windows,2.3,1655.0,1,0,0,1,Intel Core i7,Nvidia
383,Lenovo,Notebook,8,Windows,1.5,1099.0,1,0,0,1,Intel Core i5,Nvidia
384,Asus,Ultrabook,16,Windows,1.1,1748.9,0,1,0,1,Intel Core i7,Intel
385,Lenovo,Ultrabook,8,Windows,1.13,2282.0,1,0,0,0,Intel Core i7,Intel
386,Lenovo,Notebook,4,Windows,1.5,549.0,1,0,0,1,Intel Core i3,Intel
387,Dell,Workstation,8,Windows,2.23,1369.0,0,0,0,1,Intel Core i5,AMD
388,Dell,Workstation,8,Windows,2.0,2135.0,1,0,0,1,Intel Core i7,Nvidia
389,Lenovo,2 in 1 Convertible,16,Windows,1.42,2509.0,0,1,0,0,Intel Core i7,Intel
390,Asus,Gaming,8,Windows,3.0,1039.0,0,0,0,1,Intel Core i7,Nvidia
391,Asus,Gaming,16,Windows,3.0,1591.0,0,0,0,1,Intel Core i7,Nvidia
392,Acer,Notebook,12,Windows,2.2,693.99,1,0,0,0,Intel Core i5,Nvidia
393,MSI,Gaming,8,Windows,2.7,1349.0,0,0,0,1,Intel Core i7,Nvidia
394,Dell,Notebook,8,Linux,2.33,778.87,0,0,0,1,Intel Core i7,AMD
395,HP,Ultrabook,4,Windows,1.91,499.0,0,0,0,1,AMD,AMD
396,Lenovo,Notebook,8,Windows,2.1,1229.56,1,0,0,1,Intel Core i7,AMD
397,Lenovo,Notebook,8,Windows,1.9,938.0,1,0,0,1,Intel Core i5,Intel
398,Dell,Workstation,8,Windows,1.78,2712.0,0,1,0,0,Intel Core i7,Nvidia
399,Lenovo,Ultrabook,16,Windows,1.13,2625.0,1,0,0,0,Intel Core i7,Intel
400,Lenovo,Notebook,4,Windows,2.2,306.0,0,0,0,0,Others,Intel
401,Asus,Gaming,16,Windows,2.9,1529.0,0,0,0,1,Intel Core i7,Nvidia
402,Lenovo,Notebook,8,Windows,2.1,1144.5,1,0,0,1,Intel Core i5,AMD
403,Acer,Notebook,8,Linux,2.5,879.0,0,0,0,1,Intel Core i7,Nvidia
404,MSI,Gaming,16,Windows,2.8,2249.0,0,0,0,1,Intel Core i7,Nvidia
405,Asus,Ultrabook,8,Windows,1.1,1873.0,0,0,0,1,Intel Core i7,Intel
406,Toshiba,Ultrabook,16,Windows,1.2,1747.0,0,0,0,1,Intel Core i7,Intel
407,Dell,Ultrabook,8,Windows,1.36,1680.0,0,0,0,1,Intel Core i7,Intel
408,Lenovo,Notebook,4,Windows,2.2,409.0,0,0,0,1,Intel Core i3,Intel
409,Lenovo,Notebook,2,Windows,1.15,304.45,0,0,0,0,Others,Intel
410,Lenovo,Workstation,8,Windows,2.67,1925.0,0,0,0,1,Intel Core i7,Nvidia
411,Lenovo,Ultrabook,8,Windows,1.7,1943.0,1,0,0,1,Intel Core i7,Nvidia
412,HP,Notebook,4,Windows,2.1,469.0,0,0,0,1,Intel Core i3,AMD
413,Acer,2 in 1 Convertible,8,Windows,1.6,789.01,1,1,0,1,Intel Core i7,Intel
414,Asus,2 in 1 Convertible,8,Windows,1.27,928.0,1,1,0,1,Intel Core i5,Intel
415,Dell,Notebook,4,Linux,2.3,598.9,0,0,0,1,Intel Core i5,AMD
416,Dell,Notebook,4,Windows,1.65,689.0,0,0,0,0,Intel Core i3,Intel
417,HP,Ultrabook,8,Windows,1.43,1500.0,0,0,0,1,Intel Core i7,Intel
418,Dell,Notebook,8,Windows,2.14,539.95,0,0,0,0,Intel Core i5,Intel
419,Lenovo,Ultrabook,8,Windows,1.75,1215.38,1,0,0,1,Intel Core i7,AMD
420,Lenovo,2 in 1 Convertible,16,Windows,2.0,1899.0,1,1,0,0,Intel Core i7,Nvidia
421,Other,Notebook,6,Windows,1.4,449.0,1,0,1,0,Others,Intel
422,HP,Notebook,8,Windows,2.31,1427.0,0,0,0,1,Intel Core i7,Intel
423,Asus,Notebook,8,Linux,2.3,597.0,0,0,0,1,Intel Core i3,Nvidia
424,Dell,Gaming,16,Windows,4.42,2799.0,1,0,0,0,Intel Core i7,Nvidia
425,Dell,Gaming,8,Windows,2.62,1159.0,1,0,0,1,Intel Core i7,Nvidia
426,Dell,Notebook,8,Windows,2.02,1142.4,0,0,0,1,Intel Core i7,AMD
427,Dell,Ultrabook,8,Linux,1.6,1099.0,0,0,0,1,Intel Core i7,Intel
428,HP,Gaming,12,Windows,3.35,1999.0,0,0,0,1,Intel Core i7,Nvidia
429,Other,2 in 1 Convertible,4,Windows,1.16,299.0,1,1,0,1,Others,Intel
430,Other,Netbook,4,other,1.15,269.0,0,0,0,0,Others,Intel
431,Lenovo,Notebook,8,Windows,1.4,1010.0,1,0,0,1,Intel Core i7,Intel
432,Lenovo,Notebook,4,Windows,1.7,599.0,1,0,0,1,Intel Core i3,Intel
433,Lenovo,Workstation,16,Windows,2.3,2445.0,1,0,0,0,Intel Core i7,Nvidia
434,Lenovo,Notebook,16,Windows,2.5,2449.0,0,0,0,1,Intel Core i7,Nvidia
435,Asus,Gaming,8,Windows,3.2,1695.0,0,0,0,1,AMD,AMD
436,HP,Notebook,4,Windows,2.1,347.0,0,0,0,0,Others,Intel
437,Other,Ultrabook,16,other,1.1,2199.0,0,1,0,0,Intel Core i7,Intel
438,Lenovo,Ultrabook,24,Windows,1.32,2382.0,0,0,0,0,Intel Core i7,Intel
439,Asus,Notebook,4,Linux,2.0,559.0,0,0,0,1,Intel Core i5,Intel
440,Lenovo,Notebook,8,Windows,2.8,519.0,0,0,0,0,AMD,AMD
441,Dell,Notebook,4,Windows,2.2,749.0,0,0,0,1,Intel Core i5,AMD
442,Lenovo,Ultrabook,8,Windows,1.36,1429.0,1,0,0,1,Intel Core i5,Intel
443,Lenovo,Notebook,4,Windows,2.2,349.0,0,0,0,1,Others,Intel
444,HP,Gaming,8,Windows,2.2,1099.0,1,0,0,1,Intel Core i7,Nvidia
445,Dell,Notebook,8,Windows,1.64,1179.0,0,0,0,1,Intel Core i5,Nvidia
446,Acer,Notebook,4,Linux,2.4,441.8,0,0,0,0,Intel Core i5,Intel
447,Dell,Workstation,8,Windows,2.23,1993.0,0,0,0,1,Others,Nvidia
448,MSI,Gaming,8,Windows,2.2,1027.74,0,0,0,1,Intel Core i5,Nvidia
449,Other,Ultrabook,16,Windows,1.25,2589.0,0,1,0,0,Intel Core i7,Intel
450,HP,Notebook,8,Windows,1.91,589.0,0,0,0,0,Intel Core i5,Intel
451,Dell,Workstation,16,Windows,2.17,1975.0,1,0,0,1,Intel Core i7,Nvidia
452,HP,Workstation,8,Windows,2.31,1534.0,1,0,0,1,Intel Core i7,Intel
453,Lenovo,Notebook,8,Windows,1.65,1345.0,0,0,0,1,Intel Core i5,Intel
454,Dell,Notebook,8,Windows,2.36,979.0,0,0,0,1,Intel Core i7,AMD
455,Dell,2 in 1 Convertible,4,Windows,1.47,479.0,0,1,0,0,Others,Intel
456,Dell,Notebook,8,Windows,4.42,2046.0,1,0,0,1,Intel Core i7,Nvidia
457,Other,Ultrabook,4,Windows,1.252,989.0,0,1,0,0,Others,Intel
458,Other,Ultrabook,8,Windows,1.25,1799.0,0,1,0,0,Intel Core i7,Intel
459,HP,Notebook,8,Windows,2.5,639.9,0,0,0,0,Intel Core i3,Intel
460,Acer,Notebook,4,Windows,2.23,544.0,0,0,0,1,Intel Core i3,Nvidia
461,Acer,Netbook,4,Windows,1.4,435.0,0,0,0,0,Others,Intel
462,Asus,Notebook,8,Windows,2.37,749.0,0,0,0,1,Intel Core i5,Intel
463,Lenovo,Notebook,8,other,1.5,799.0,1,0,0,1,Intel Core i7,AMD
464,Lenovo,Notebook,8,Windows,2.67,2090.0,0,0,0,1,Intel Core i7,Nvidia
465,Asus,Notebook,4,Windows,2.0,304.0,0,0,0,0,Others,Intel
466,Acer,Notebook,4,Windows,2.2,469.0,0,0,0,0,Intel Core i3,Nvidia
467,Dell,Notebook,8,Windows,2.02,759.0,0,0,0,1,Intel Core i5,AMD
468,HP,Gaming,12,Windows,3.78,1699.0,1,0,0,1,Intel Core i7,Nvidia
469,Lenovo,Ultrabook,12,Windows,1.4,1858.0,1,0,0,0,Intel Core i7,Intel
470,HP,2 in 1 Convertible,8,Windows,1.29,1999.0,1,1,0,0,Intel Core i7,Intel
471,HP,Notebook,8,Windows,1.9,1154.0,0,0,0,1,Intel Core i5,AMD
472,Other,Ultrabook,8,other,1.1,1275.0,0,1,0,0,Intel Core i5,Intel
473,Dell,Ultrabook,8,Windows,1.42,1841.85,0,1,0,1,Intel Core i5,Intel
474,Asus,Notebook,12,Windows,2.06,1299.0,1,0,0,0,Intel Core i7,Intel
475,Dell,Notebook,8,Windows,1.79,740.0,0,0,0,0,Intel Core i3,Intel
476,Dell,Workstation,8,Windows,1.78,2408.0,0,0,0,1,Intel Core i7,Nvidia
477,Lenovo,Notebook,8,Windows,1.7,1364.0,0,0,0,1,Intel Core i5,Intel
478,Dell,Notebook,8,Windows,2.2,675.0,0,0,0,1,Intel Core i5,AMD
479,Toshiba,Notebook,8,Windows,1.05,1672.0,1,0,0,1,Intel Core i5,Intel
480,Dell,Notebook,8,Windows,2.16,1262.0,1,0,0,1,Intel Core i7,Nvidia
481,Dell,Notebook,4,Windows,2.18,586.6,0,0,0,0,Intel Core i3,Intel
482,HP,Notebook,4,Windows,1.49,726.0,1,0,0,1,Intel Core i5,Intel
483,Other,Notebook,4,Windows,1.89,248.9,0,0,0,1,Others,Intel
484,Lenovo,Notebook,4,Windows,2.3,565.0,0,0,0,0,Intel Core i3,Intel
485,Lenovo,Notebook,8,Windows,1.75,1049.0,1,0,0,1,Intel Core i5,Intel
486,Dell,Workstation,16,Windows,2.17,2338.0,1,0,0,1,Intel Core i7,Nvidia
487,Dell,Notebook,16,Windows,2.06,1899.0,0,0,0,1,Intel Core i7,Nvidia
488,Lenovo,Ultrabook,16,Windows,1.36,1798.0,1,0,0,1,Intel Core i7,Intel
489,Asus,Ultrabook,16,Windows,0.91,1950.0,0,0,0,1,Intel Core i7,Intel
490,Lenovo,Notebook,8,Windows,2.3,1011.99,1,0,0,1,Intel Core i5,Nvidia
491,Toshiba,Ultrabook,32,Windows,1.05,2799.0,0,1,0,1,Intel Core i7,Intel
492,Asus,Gaming,8,Windows,1.99,1350.0,0,0,0,1,Intel Core i7,Nvidia
493,Acer,Notebook,8,Windows,2.2,579.0,0,0,0,0,AMD,AMD
494,Asus,Gaming,24,Windows,4.33,1269.0,1,1,0,1,Intel Core i7,Nvidia
495,Lenovo,Ultrabook,8,Windows,1.3,1099.0,1,0,0,0,Intel Core i5,Intel
496,Lenovo,Notebook,8,Windows,2.17,898.9,0,0,0,1,Intel Core i7,Intel
497,HP,Notebook,8,Windows,1.48,1749.0,0,0,0,1,Intel Core i7,Intel
498,Lenovo,Notebook,8,Windows,1.4,949.0,1,0,0,1,Intel Core i3,Intel
499,Lenovo,Notebook,8,Windows,2.3,911.0,1,0,0,1,Intel Core i5,Intel
500,Asus,Netbook,4,Windows,1.2,340.0,0,0,0,0,Others,Intel
501,HP,Notebook,8,Windows,1.91,618.99,0,0,0,0,Intel Core i5,AMD
502,Lenovo,2 in 1 Convertible,8,Windows,1.4,1599.0,1,1,0,1,Intel Core i5,Intel
503,Lenovo,Notebook,4,Windows,2.1,299.0,0,0,0,0,Others,Intel
504,Lenovo,Netbook,4,other,1.25,265.0,0,0,0,0,Others,Intel
505,Lenovo,Notebook,8,Windows,1.44,949.0,0,0,0,1,Intel Core i5,Intel
506,Asus,Notebook,8,Windows,2.0,1224.0,0,0,0,1,Intel Core i7,Intel
507,Acer,Notebook,4,Windows,2.2,613.0,1,0,0,1,Intel Core i5,Nvidia
508,HP,Ultrabook,8,Windows,1.34,1323.0,1,0,0,1,Intel Core i7,Intel
509,Lenovo,Gaming,8,other,2.4,1149.0,1,0,0,1,Intel Core i7,Nvidia
510,Dell,Ultrabook,8,Windows,1.29,899.0,1,1,0,1,Intel Core i5,Intel
511,Acer,Notebook,4,Windows,2.2,639.0,0,0,0,1,Intel Core i7,Nvidia
512,Dell,Notebook,8,Windows,2.18,836.0,0,0,0,1,Intel Core i5,Intel
513,Dell,Notebook,16,Windows,2.2,1219.24,0,0,0,1,Intel Core i7,AMD
514,Other,Notebook,16,other,1.95,1399.95,1,0,0,1,Intel Core i7,Nvidia
515,Asus,Netbook,2,Windows,1.1,245.0,0,0,0,0,Others,Intel
516,HP,Notebook,4,Windows,2.04,521.47,0,1,0,0,Intel Core i5,Intel
517,Asus,Gaming,24,Windows,2.24,2968.0,0,0,0,1,Intel Core i7,Nvidia
518,HP,Notebook,8,Windows,2.04,889.0,0,0,0,1,Intel Core i5,Nvidia
519,Asus,Gaming,16,Windows,3.0,1504.0,0,0,0,1,Intel Core i7,Nvidia
520,Lenovo,Gaming,8,Windows,3.2,1399.0,1,0,0,1,Intel Core i7,Nvidia
521,HP,Ultrabook,8,Windows,1.32,1399.0,1,0,0,1,Intel Core i7,Intel
522,Dell,Notebook,8,Windows,1.64,1279.73,0,0,0,1,Intel Core i5,Intel
523,HP,Notebook,4,Windows,1.63,689.0,0,0,0,0,Intel Core i3,Intel
524,Dell,Notebook,8,Linux,2.8,889.0,1,0,0,1,Intel Core i5,AMD
525,Lenovo,Notebook,8,Windows,2.02,1340.0,0,0,0,1,Intel Core i5,Intel
526,Lenovo,Notebook,4,Windows,2.2,799.0,0,0,0,1,Intel Core i7,Nvidia
527,Lenovo,Notebook,8,other,2.2,459.0,0,0,0,0,Intel Core i3,Nvidia
528,Dell,Notebook,4,Windows,2.3,585.0,0,0,0,1,Intel Core i5,AMD
529,Dell,Notebook,8,Windows,1.9,1377.0,0,0,0,1,Intel Core i5,Intel
530,Dell,Gaming,16,Windows,4.42,3012.77,1,0,0,1,Intel Core i7,Nvidia
531,Toshiba,Notebook,8,Windows,2.0,860.0,1,0,0,1,Intel Core i5,Intel
532,Asus,Notebook,8,Windows,2.0,1299.0,1,0,0,0,Intel Core i7,Nvidia
533,Other,Notebook,4,Windows,1.2,369.0,1,0,0,1,Others,Intel
534,Asus,Gaming,8,Windows,2.3,1649.0,1,0,0,1,Intel Core i5,Nvidia
535,Dell,Notebook,8,Windows,1.93,1369.0,0,0,0,1,Intel Core i7,Nvidia
536,Dell,Notebook,8,Windows,2.2,797.41,0,0,0,1,Intel Core i5,AMD
537,HP,Notebook,4,Windows,1.86,398.99,0,0,0,1,Others,Intel
538,HP,Gaming,12,Windows,2.62,1799.0,0,0,0,1,Intel Core i7,Nvidia
539,Lenovo,Notebook,8,Windows,1.87,859.0,1,0,0,1,Intel Core i7,Nvidia
540,Dell,Ultrabook,8,Windows,1.2,1399.0,0,1,0,0,Intel Core i7,Intel
541,Dell,Notebook,4,Windows,1.6,735.87,0,0,0,1,Intel Core i3,Intel
542,HP,Ultrabook,8,Windows,1.34,1145.0,1,0,0,0,Intel Core i7,Intel
543,Acer,Gaming,8,Linux,2.4,798.0,0,0,0,1,Intel Core i5,Nvidia
544,Asus,Notebook,4,Windows,2.0,349.0,0,0,0,0,AMD,AMD
545,HP,Notebook,4,Windows,2.1,705.5,0,0,0,1,Intel Core i3,Intel
546,Lenovo,Notebook,4,Windows,1.87,785.0,0,0,0,1,Intel Core i5,Intel
547,Lenovo,Notebook,4,other,2.15,462.35,0,0,0,1,Intel Core i5,Intel
548,HP,Notebook,4,Windows,1.86,397.0,0,0,0,1,Intel Core i3,Intel
549,Lenovo,Notebook,8,Windows,1.99,1729.0,1,0,0,1,Intel Core i7,Intel
550,Lenovo,Notebook,4,Windows,2.2,499.0,0,0,0,1,Intel Core i3,Intel
551,Dell,Notebook,8,Windows,1.9,1116.99,0,0,0,1,Intel Core i5,Intel
552,Dell,Gaming,16,Windows,4.42,2699.0,1,0,0,1,Intel Core i7,Nvidia
553,HP,Notebook,8,Windows,2.65,544.15,0,0,0,0,Intel Core i3,Intel
554,HP,Notebook,8,Windows,2.63,1280.0,0,0,0,1,Intel Core i7,Nvidia
555,Asus,Notebook,4,Linux,2.0,224.0,0,0,0,0,Others,Intel
556,Other,Notebook,4,Windows,1.35,255.0,1,0,0,1,Others,Intel
557,Lenovo,Notebook,6,Windows,2.8,949.0,0,0,0,0,Intel Core i7,Nvidia
558,HP,Notebook,6,Windows,1.91,568.9,1,0,0,1,AMD,AMD
559,Dell,Notebook,4,Windows,2.18,617.9,0,0,0,0,Intel Core i3,AMD
560,Acer,2 in 1 Convertible,4,Windows,1.25,349.0,1,1,0,1,Others,Intel
561,Lenovo,Notebook,4,Windows,2.05,630.0,0,0,0,1,Intel Core i3,Intel
562,HP,Ultrabook,16,Windows,1.16,1965.0,1,1,0,0,Others,Intel
563,Lenovo,Notebook,8,Windows,3.4,2999.0,1,0,0,1,Intel Core i7,Nvidia
564,Asus,Notebook,8,Windows,2.5,839.0,0,0,0,1,Intel Core i5,Nvidia
565,Dell,Ultrabook,8,Windows,1.21,1599.0,1,1,0,0,Intel Core i5,Intel
566,Dell,Notebook,4,Windows,1.93,959.0,0,0,0,0,Intel Core i5,Intel
567,Other,Notebook,8,Windows,2.2,739.0,0,0,0,0,Intel Core i5,Intel
568,Lenovo,Notebook,4,Windows,2.2,344.0,0,0,0,1,Others,Intel
569,Lenovo,Notebook,4,Windows,2.02,990.0,0,0,0,0,Intel Core i5,Intel
570,HP,Workstation,8,Windows,3.14,1860.99,0,0,0,0,Intel Core i5,Nvidia
571,HP,Notebook,8,Windows,1.94,389.0,0,0,0,0,Others,Intel
572,HP,Notebook,6,Windows,1.95,649.0,1,0,0,1,AMD,AMD
573,Lenovo,Notebook,8,Windows,2.3,830.0,0,0,0,1,Intel Core i5,Intel
574,Lenovo,Notebook,4,Windows,2.05,685.0,0,0,0,1,Intel Core i5,Intel
575,Other,Notebook,4,Windows,1.4,249.0,0,0,0,1,Others,Intel
576,Toshiba,Ultrabook,16,Windows,1.24,1865.0,0,1,0,1,Intel Core i7,Intel
577,Lenovo,Gaming,32,Windows,4.6,2663.0,1,0,0,1,Intel Core i7,Nvidia
578,MSI,Gaming,16,Windows,4.14,2729.0,0,0,0,1,Intel Core i7,Nvidia
579,Dell,Notebook,8,Linux,2.2,749.01,0,0,0,1,Intel Core i7,AMD
580,Other,Notebook,4,Windows,1.45,389.0,1,0,0,1,Others,Intel
581,Dell,Notebook,8,Windows,1.9,1008.52,0,0,0,0,Intel Core i5,Intel
582,HP,Notebook,4,Windows,1.49,719.0,0,0,0,1,Intel Core i3,Intel
583,Dell,Notebook,16,Windows,1.93,1537.39,0,0,0,1,Intel Core i7,Nvidia
584,Dell,Netbook,4,other,1.26,295.0,0,0,0,0,Others,Intel
585,MSI,Gaming,16,Windows,4.5,2349.0,0,0,0,1,Intel Core i7,Nvidia
586,HP,Gaming,16,Windows,3.78,1498.0,1,0,0,1,Intel Core i7,Nvidia
587,Lenovo,Ultrabook,12,Windows,1.4,1673.0,1,0,0,1,Intel Core i7,Intel
588,Lenovo,Notebook,12,Windows,2.2,609.0,0,1,0,0,Intel Core i7,Intel
589,Asus,Gaming,8,Windows,2.73,1770.0,1,0,0,1,Intel Core i5,Nvidia
590,Asus,2 in 1 Convertible,8,Windows,2.2,739.0,0,1,0,0,Intel Core i5,Intel
591,Lenovo,Notebook,12,Windows,2.2,949.0,0,0,0,1,AMD,AMD
592,Dell,2 in 1 Convertible,4,Windows,1.39,603.0,0,1,0,0,Others,Intel
593,Other,Notebook,16,Windows,2.5,1699.0,0,0,0,1,Intel Core i7,Nvidia
594,Lenovo,Notebook,4,other,2.8,529.0,0,0,0,1,Intel Core i3,Intel
595,Lenovo,Notebook,8,Windows,2.29,459.0,0,0,0,0,Intel Core i3,Intel
596,Lenovo,2 in 1 Convertible,8,Windows,1.37,2025.0,1,1,0,1,Intel Core i7,Intel
597,Lenovo,Notebook,8,Windows,1.7,1474.0,1,0,0,1,Intel Core i5,Intel
598,Dell,2 in 1 Convertible,8,Windows,1.34,1670.0,0,1,0,1,Intel Core i5,Intel
599,Dell,Workstation,8,Windows,2.06,1763.0,0,1,0,1,Intel Core i7,Nvidia
600,HP,Notebook,8,Windows,1.84,1219.0,0,0,0,1,Intel Core i7,Intel
